stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.00388,445.4,446.6,446.6,445.2,81700,36432100.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,445.4,446.4,446.6,445.2,82000,36566020.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,445.4,446.4,446.6,445.2,82500,36789220.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,445.4,446.6,446.6,445.2,82600,36833880.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,445.4,446.6,446.6,445.2,83000,37012520.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,445.4,446.4,446.6,445.2,83200,37101800.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,446.4,446.4,446.4,446.4,0,0.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.4,446.4,446.4,200,89280.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
HK.00388,446.4,446.0,446.4,446.0,5800,2587160.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,445.8,446.4,445.8,6100,2720900.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.0,446.4,445.8,6200,2765500.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.0,446.4,445.8,7700,3434500.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.4,446.4,445.8,8200,3657700.0,450.8,0.009760425909494308,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,8400,3747020.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.0,446.6,445.8,8500,3791620.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.2,446.6,445.8,8500,3791620.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,8600,3836280.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,8700,3880940.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.2,446.6,445.8,9000,4014800.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,9200,4104120.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,9300,4148780.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,9400,4193440.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,9500,4238100.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.2,446.6,445.8,9600,4282720.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,9700,4327380.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,10700,4773980.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,10900,4863300.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.4,446.6,445.8,13300,5934660.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.4,446.6,445.8,13600,6068580.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.109,HK.61504
HK.00388,446.4,446.6,446.6,445.8,23000,10266620.0,450.8,0.009316770186335378,HK.63295,8.289,16579999,BEAR,false,0.11,HK.61504
