stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.00981,23.75,23.8,23.8,23.7,902500,21448400.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,905500,21519800.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,913500,21710200.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,914000,21722100.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,914500,21734000.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.75,23.8,23.7,915500,21757750.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.75,23.8,23.7,920000,21864625.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.75,23.8,23.7,920500,21876500.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.75,23.8,23.7,922000,21912125.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.75,23.8,23.7,942000,22387125.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,944000,22434650.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,950500,22589150.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.75,23.8,23.7,951500,22612900.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,952000,22624800.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,953000,22648600.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,954000,22672400.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,958000,22767600.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
HK.00981,23.75,23.8,23.8,23.7,963000,22886600.0,24.0,0.008333333333333304,HK.64235,8.21,8210000,BEAR,false,0.187,HK.63565
