stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.03690,396.4,396.8,397.2,396.4,95900,38056660.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,396.4,397.0,397.2,396.4,96000,38096360.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,396.4,397.0,397.2,396.4,96300,38215460.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,396.4,397.0,397.2,396.4,96400,38255160.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.0,397.0,397.0,397.0,0,0.0,399.88,0.007202160648194447,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.2,600,238320.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.2,900,357480.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.0,397.2,397.0,1300,516280.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.0,397.2,397.0,1400,555980.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,1900,754580.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,2100,834020.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.0,397.2,397.0,2200,873720.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.0,397.2,397.0,2300,913420.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,2400,953140.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,2900,1151740.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.0,397.2,397.0,3300,1310540.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,3400,1350260.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,3900,1548860.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,4000,1588580.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,4100,1628300.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,4300,1707740.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,4800,1906340.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5300,2104940.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5400,2144660.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5500,2184380.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5600,2224100.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5700,2263820.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5800,2303540.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,5900,2343260.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,6000,2382980.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.0,397.2,397.0,6100,2422680.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,6200,2462400.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.0,10600,4210080.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,10700,4249820.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,11100,4408780.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,11400,4528000.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,11500,4567740.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,11700,4647220.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,11800,4686960.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,12100,4806180.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,12200,4845920.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,19700,7824920.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,20300,8063240.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,20900,8301560.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,21200,8420720.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,21600,8579600.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,21700,8619320.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,22100,8778200.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,22200,8817920.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,25800,10247840.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,26000,10327280.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,27100,10764420.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,27200,10804160.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,27300,10843900.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.0,27900,11082220.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,28000,11121960.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,28100,11161700.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,28200,11201440.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,28300,11241180.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,28400,11280920.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,28500,11320660.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.0,29000,11519360.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.4,397.4,397.4,397.4,0,0.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.2,397.2,200,79440.0,399.88,0.006702010603180972,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,600,238400.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.2,700,278120.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,1300,516560.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,1400,556300.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,1500,596040.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,1600,635780.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,2000,794740.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.2,2200,874180.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,2300,913920.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,3100,1231840.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.4,397.4,397.2,3300,1311320.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
HK.03690,397.2,397.2,397.4,397.2,3500,1390760.0,399.88,0.006201860558167496,HK.53367,10.93,10930000,BEAR,false,1.77,HK.60926
