stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.02318,91.0,90.9,91.0,90.9,55500,5048175.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.2,496.2,496.0,7800,3870260.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.9,91.0,90.9,58000,5275425.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.0,496.2,496.0,13800,6846260.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.09988,242.4,242.4,242.6,242.2,147500,35737020.0,241.19,0.004187569965587259,HK.51584,63.42,50736000,BULL,true,0.055,HK.50484
HK.02318,91.0,90.9,91.0,90.9,60000,5457225.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.02318,91.0,90.9,91.0,90.9,62500,5684475.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.01299,93.4,93.4,93.4,93.35,80000,7471500.0,93.0,0.003763440860214993,HK.61703,9.53,5718000,BULL,true,0.225,HK.67968
HK.00388,496.2,496.2,496.2,496.0,14400,7143980.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.9,91.0,90.9,64500,5866275.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.02318,91.0,90.95,91.0,90.9,72500,6593875.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.0,496.2,496.0,14700,7292780.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.00939,5.91,5.91,5.92,5.91,55000,325080.0,5.88,0.005102040816326573,HK.51129,10.48,8384000,BULL,false,0.066,HK.69657
HK.00388,496.2,496.0,496.2,496.0,24700,12252780.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.00388,496.2,496.2,496.2,496.0,27000,13394040.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.95,91.0,90.9,83500,7594325.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.2,496.2,496.0,27100,13443660.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.9,91.0,90.9,85500,7776125.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.0,496.2,496.0,27400,13592500.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.00388,496.2,496.4,496.4,496.0,28400,14088900.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.00388,496.2,496.6,496.6,496.0,29900,14833580.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.95,91.0,90.9,86000,7821600.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.02318,91.0,90.95,91.0,90.9,87000,7912550.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.4,496.6,496.0,29900,14833580.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.9,91.0,90.9,88000,8003450.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00388,496.2,496.4,496.6,496.0,30100,14932860.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.95,91.0,90.9,90000,8185350.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.02318,91.0,90.95,91.0,90.9,92000,8367250.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
HK.00939,5.91,5.92,5.92,5.91,65000,384280.0,5.88,0.005102040816326573,HK.51129,10.48,8384000,BULL,false,0.066,HK.69657
HK.00388,496.2,496.4,496.6,496.0,30200,14982500.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.00388,496.2,496.4,496.6,496.0,30300,15032140.0,491.88,0.008376026673172329,HK.50177,14.59,14590000,BULL,false,0.117,HK.52205
HK.02318,91.0,90.95,91.0,90.9,92500,8412725.0,90.28,0.006867523260965934,HK.50248,30.58,24464000,BULL,false,0.161,HK.68594
