stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.03690,422.2,422.2,422.2,422.2,834300,352241460.0,420.18,0.004807463468037464,HK.60608,14.64,14640000,BULL,true,0.136,HK.61618
HK.09988,256.0,256.0,256.0,256.0,1064000,272384000.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.03690,423.0,423.0,423.0,423.0,1000,423000.0,420.18,0.006711409395973138,HK.60608,14.64,14640000,BULL,true,0.136,HK.61618
HK.09988,256.0,256.2,256.4,256.0,77100,19752260.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.03690,423.0,422.6,423.0,422.0,23500,9919540.0,420.18,0.00433147698605358,HK.60608,14.64,14640000,BULL,true,0.136,HK.61618
HK.09988,256.0,256.0,256.4,256.0,88800,22747640.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.2,256.4,256.0,89900,23029440.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.0,256.4,256.0,91500,23439040.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.0,256.4,256.0,93900,24053480.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.0,256.4,256.0,95900,24565480.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.2,256.4,256.0,100200,25667140.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.4,256.4,256.0,101500,26000280.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.2,256.4,256.0,111000,28432520.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.0,256.4,256.0,122600,31402180.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.2,256.4,256.0,122700,31427800.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.4,256.4,256.0,130600,33451920.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
HK.09988,256.0,256.4,256.4,256.0,144000,36885320.0,253.88,0.00835040176461322,HK.54238,40.38,48456000,BULL,true,0.027,HK.51403
