stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.00388,495.8,495.6,495.8,495.6,7600,3766900.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.00700,691.0,691.0,691.0,690.5,29100,20107100.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.02318,93.6,93.6,93.6,93.6,1000,93600.0,93.08,0.005586592178770907,HK.50831,66.74,53392000,BULL,false,0.219,HK.18261
HK.09988,252.2,252.2,252.4,252.2,14500,3657080.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09618,347.6,347.4,347.8,347.4,15400,5352660.0,345.0,0.006956521739130369,HK.57132,18.309,36619999,BULL,false,0.128,HK.56532
HK.09618,347.6,347.6,347.8,347.4,15450,5370040.0,345.0,0.006956521739130369,HK.57132,18.309,36619999,BULL,false,0.128,HK.56532
HK.00700,691.0,691.0,691.0,690.5,29300,20245300.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,15600,3934500.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09618,347.6,347.4,347.8,347.4,19700,6846510.0,345.0,0.006956521739130369,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.09618,347.6,347.4,347.8,347.4,19750,6863880.0,345.0,0.006956521739130369,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00700,691.0,691.0,691.0,690.5,31100,21488450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,15700,3959720.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.02318,93.6,93.6,93.6,93.6,1500,140400.0,93.08,0.005586592178770907,HK.50831,66.74,53392000,BULL,false,0.219,HK.18261
HK.00700,691.0,691.0,691.0,690.5,31300,21626650.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09618,347.6,347.2,347.8,347.2,20750,7211080.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00700,691.0,690.5,691.0,690.5,31500,21764750.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,16000,4035380.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.6,495.8,495.6,7800,3866020.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.00700,691.0,691.0,691.0,690.5,31700,21902950.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,690.5,691.0,690.5,31900,22041050.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,32100,22179250.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,34600,23906750.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,20900,5271160.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.8,495.8,495.6,17800,8823380.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.00700,691.0,691.0,691.0,690.5,39300,27154450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,40000,27638150.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,42000,29020150.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,42300,29227450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.2,21000,5296400.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,690.5,691.0,690.5,42500,29365550.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.2,21100,5321640.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.2,252.4,252.2,21300,5372080.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.8,496.0,495.6,19900,9864700.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.02318,93.6,93.6,93.6,93.6,3000,280800.0,93.08,0.005586592178770907,HK.50831,66.74,53392000,BULL,false,0.219,HK.18261
HK.00700,691.0,691.0,691.0,690.5,42700,29503750.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,42800,29572850.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.02318,93.6,93.6,93.6,93.6,15000,1404000.0,93.08,0.005586592178770907,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.00700,691.0,691.0,691.0,690.5,43100,29780150.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,21500,5422520.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.4,252.4,252.2,21600,5447760.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.0,690.5,43400,29987450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09618,347.6,347.4,347.8,347.2,20950,7280560.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.09618,347.6,347.4,347.8,347.2,21250,7384780.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00700,691.0,691.0,691.0,690.5,43500,30056550.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00388,495.8,495.6,496.0,495.6,20000,9914260.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.09988,252.2,252.2,252.4,252.2,21800,5498200.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,690.5,691.0,690.5,43600,30125600.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,21900,5523420.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,690.5,691.0,690.5,43800,30263750.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,27500,6935740.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09618,347.6,347.2,347.8,347.2,21450,7454220.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.02318,93.6,93.55,93.6,93.55,15500,1450775.0,93.08,0.005049419853889115,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.00700,691.0,691.0,691.0,690.5,44000,30401950.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.2,27700,6986180.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.8,496.0,495.6,20400,10112560.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.00388,495.8,495.6,496.0,495.6,20500,10162120.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.09988,252.2,252.2,252.4,252.2,29200,7364480.0,250.0,0.008799999999999954,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.0,690.5,45000,31092950.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,45200,31231150.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,45300,31300250.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09618,347.6,347.4,347.8,347.0,23700,8235720.0,345.0,0.005797101449275362,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00700,691.0,691.0,691.0,690.5,56300,38900950.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,56400,38970050.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.2,252.4,252.0,75300,18990660.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.2,252.4,252.0,76600,19318520.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.2,252.4,252.0,76700,19343740.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.6,496.0,495.6,22800,11302420.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.119,HK.52205
HK.00700,691.0,691.0,691.0,690.5,56500,39039150.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.0,86200,21741540.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.2,252.4,252.0,86300,21766760.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.0,690.5,56700,39177350.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.0,93400,23558800.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.0,690.5,56800,39246450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.0,122500,30903640.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.4,252.4,252.0,125100,31559880.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.02318,93.6,93.6,93.6,93.55,18000,1684750.0,93.08,0.005049419853889115,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.00700,691.0,691.0,691.0,690.5,56900,39315550.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.0,129500,32670440.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.6,496.0,495.6,23200,11500660.0,491.88,0.007562820200048848,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.00700,691.0,691.0,691.0,690.5,64600,44636250.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.0,133600,33705280.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.2,252.2,252.4,252.0,133800,33755720.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.0,690.5,66700,46087350.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.2,252.4,252.4,252.0,139100,35093440.0,250.0,0.008,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.0,691.0,0,0.0,685.88,0.007464862658190944,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.4,252.4,252.4,252.4,0,0.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.8,495.8,495.8,100,49580.0,491.88,0.007969423436610588,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.00700,691.0,691.0,691.0,691.0,100,69100.0,685.88,0.007464862658190944,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.02318,93.6,93.6,93.6,93.6,0,0.0,93.08,0.005586592178770907,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.09618,347.4,347.4,347.4,347.4,0,0.0,345.0,0.006956521739130369,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00388,495.8,495.8,495.8,495.8,400,198320.0,491.88,0.007969423436610588,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.00700,691.0,691.0,691.0,690.5,1500,1036250.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,690.5,691.0,690.5,1800,1243500.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.0,690.5,1900,1312600.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.5,691.5,690.5,2100,1450900.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.5,690.5,2600,1796400.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.02318,93.6,93.55,93.6,93.55,3000,280775.0,93.08,0.005049419853889115,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.00700,691.0,691.5,691.5,690.5,2700,1865550.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09618,347.4,347.2,347.4,347.2,100,34730.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00388,495.8,495.4,495.8,495.4,1200,594760.0,491.88,0.007156216963486992,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.09618,347.4,347.4,347.4,347.2,150,52100.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.09618,347.4,347.4,347.4,347.2,250,86840.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.09988,252.6,252.4,252.8,252.4,93000,23501140.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.6,252.6,252.8,252.4,103200,26077660.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.6,495.8,495.4,1800,892120.0,491.88,0.007156216963486992,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.09988,252.6,252.6,252.8,252.4,105500,26658640.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.6,252.6,252.8,252.4,106300,26860720.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.0,691.5,690.5,2900,2003750.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.5,690.5,3000,2072850.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00388,495.8,495.6,495.8,495.4,1900,941680.0,491.88,0.007156216963486992,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.00700,691.0,691.5,691.5,690.5,5300,3662300.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.02318,93.6,93.6,93.6,93.55,3500,327575.0,93.08,0.005049419853889115,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.09618,347.4,347.4,347.4,347.2,300,104210.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.00700,691.0,691.0,691.5,690.5,7200,4975200.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09618,347.4,347.4,347.4,347.2,1300,451610.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.09618,347.4,347.2,347.4,347.2,1450,503690.0,345.0,0.006376811594202865,HK.57132,18.309,36619999,BULL,false,0.129,HK.56532
HK.09988,252.6,252.6,252.8,252.4,106700,26961760.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00388,495.8,495.4,495.8,495.4,3500,1734320.0,491.88,0.007156216963486992,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.09988,252.6,252.6,252.8,252.4,106900,27012280.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.02318,93.6,93.6,93.6,93.55,5000,467975.0,93.08,0.005049419853889115,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.00700,691.0,691.0,691.5,690.5,10100,6979200.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.5,691.5,690.5,11000,7601450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.02318,93.6,93.6,93.6,93.55,8000,748750.0,93.08,0.005049419853889115,HK.50831,66.74,53392000,BULL,false,0.22,HK.18261
HK.00700,691.0,691.5,691.5,690.5,11100,7670600.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.5,691.5,690.5,11500,7947200.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00388,495.8,495.4,495.8,495.4,5400,2675580.0,491.88,0.007156216963486992,HK.50177,16.05,16050000,BULL,false,0.12,HK.52205
HK.00700,691.0,691.5,691.5,690.5,11800,8154650.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.00700,691.0,691.0,691.5,690.5,13600,9398450.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
HK.09988,252.6,252.6,252.8,252.4,124500,31458040.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.09988,252.6,252.8,252.8,252.4,124700,31508600.0,250.0,0.009600000000000023,HK.59361,16.73,33460000,BULL,false,0.102,HK.54055
HK.00700,691.0,691.5,691.5,690.5,13800,9536750.0,685.88,0.006735872164226985,HK.62048,9.05,9050000,BULL,false,0.127,HK.22939
