stock,open,close,high,low,volume,turnover,recover_price,recover_price_radio,recover_stock,street_rate,street_vol,type,isbuy,buyprice,buysocket
HK.00700,697.5,697.5,698.0,696.5,96900,67577200.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.02318,99.95,99.95,99.95,99.9,51000,5096225.0,99.0,0.009090909090909148,HK.67545,56.23,56230000,BULL,false,0.118,HK.67814
HK.00700,697.5,697.5,698.0,696.5,97200,67786450.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.02318,99.95,99.9,99.95,99.9,51500,5146175.0,99.0,0.009090909090909148,HK.67545,56.23,56230000,BULL,false,0.118,HK.67814
HK.00700,697.5,698.0,698.0,696.5,108600,75742150.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.02318,99.95,99.9,99.95,99.9,56000,5595725.0,99.0,0.009090909090909148,HK.67545,56.23,56230000,BULL,false,0.118,HK.67814
HK.00700,697.5,697.0,698.0,696.5,109400,76300150.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.00700,697.5,697.5,698.0,696.5,109400,76300150.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.00700,697.5,697.5,698.0,696.5,112500,78462400.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.00700,697.5,698.0,698.0,696.5,120900,84325450.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.00700,697.5,697.5,698.0,696.5,126900,88510450.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.95,HK.51682
HK.00700,697.5,697.5,698.0,696.5,127200,88719700.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,697.5,698.0,696.5,128200,89417650.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.0,696.5,128700,89766400.0,705.0,0.009929078014184398,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.5,698.5,696.5,132600,92489500.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,132700,92559300.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,132800,92629100.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,133000,92768700.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,134600,93885500.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,136400,95141900.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,138700,96747300.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.02318,99.95,99.85,99.95,99.85,61000,6094975.0,99.0,0.008585858585858528,HK.67545,56.23,56230000,BULL,false,0.119,HK.67814
HK.00700,697.5,698.0,698.5,696.5,139700,97445750.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.02318,99.95,99.85,99.95,99.85,62500,6244750.0,99.0,0.008585858585858528,HK.67545,56.23,56230000,BULL,false,0.119,HK.67814
HK.00700,697.5,698.0,698.5,696.5,140000,97655150.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
HK.00700,697.5,698.0,698.5,696.5,141000,98353150.0,705.0,0.009219858156028368,HK.57007,20.0,40000000,BEAR,false,1.96,HK.51682
